username,name,status,first_seen,last_seen,removed_at,stints,current_category,baseline_2023_07_30,type,cat,subs,tgid,updated,desc
bilingualbook,英语双语书分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,3.1K,-1002057162693,2026-08-27,精选全球热门英语书籍，通过沉浸式翻译，将它们转化为精美的中英双语版本。在这里找到心仪的书籍，轻松提升英语水平，同时享受阅读的乐趣。
bilipaii,BiliPai Chat,present,2026-07-15 00:07,2026-08-28 16:00,,1,数码社群,,群组,数码社群,1.3K,-1003390829547,2026-07-13,开源地址：https://github.com/jay3-yy/BiliPai 友善交流禁黄禁毒禁政，不欢迎踩一捧一和引战言论，不要在群里发广告
bilisvip2,B站充电视频分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,15.8K,-1002749321279,2026-08-26,一个分享B站充电视频的频道
bizhi123,壁纸 | Wallpaper,present,2026-07-15 00:07,2026-08-28 16:00,,1,壁纸图片,,频道,壁纸&图片,24.1K,-1001361810473,2026-08-27,喜欢请多多分享，谢谢！
bluearchive_soundtrack,碧蓝档案 ブルアカ音乐馆,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,4.4K,-1002003142571,2026-08-26,收集碧蓝档案音乐原声 官方ASMR 同人音乐作品 ACG音乐原声 感谢（排名不分先后）: 夏莱地下室 @baxlhq0721 鸫酱の茶室 @myds_daily 黄油 精品黄油 @eroBanXia 档案音乐备份 @BlueArchiveMusicChannel
bookcn,读舍 FM,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,4.0K,-1001153165071,2026-08-27,享受阅读时光 🌍 官方网站： https://shu.fm 👥 群组讨论：「读舍」 @shufm 📻 播客：苹果播客｜小宇宙｜Google Podcast｜Spotify 搜索「读舍FM」
booksrealm,书之领域图书馆,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,15.0K,-1002045628294,2026-08-27,在书的海洋翱翔 把时间留给阅读 多种格式的综合书籍资源分享下载频道
bookusefor2,计算机与部分其他种类书籍资源,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,18.8K,-1001189167288,2026-08-27,收集一些与互联网相关或自己觉得有价值的书籍 系列频道 @bookusefor5 漫画书籍资源整合 @bookusefor4 普通休闲书籍资源 @bookusefor2 计算机与部分其他种类书籍资源 @bookusefor3 计算机类书籍 @jumpto22222 目录频道 中信出版社书籍 清华大学出版社书籍 电子工业出版社书籍 牛津通识读本中亚正版 【74册】走向未来丛书 理想国译丛 M系列（共42册） 商务印书馆汉译世界名著 .....
bookusefor3,计算机类书籍,present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,26.7K,-1001234348768,2026-08-27,收集偏计算机专业化的书籍 系列频道 @bookusefor5 漫画书籍资源整合 @bookusefor4 普通休闲书籍资源 @bookusefor2 计算机与部分其他种类书籍资源 @bookusefor3 计算机类书籍 @jumpto22222 目录频道 机械工业出版社黑皮书 众筹电子书 计算机相关书籍 图灵书籍 81个心理学分支 机械工业出版社计算机类1500本
botfans,机器人收藏夹| BotList,present,2026-07-15 00:07,2026-08-28 16:00,,1,导航索引,,频道,导航索引,9.4K,-1002380688332,2026-08-28,（暂无描述）
bottalk,Telegram Bot Talk,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,26.3K,-1001311056733,2026-08-24,Welcome to Bot Talk! 😌 Be nice 🗣 Please use English so everyone can participate 🤖 Keep the topic on bot development ⚠️ Keep media posts like GIFs and stickers to a minimum ❌ Adding/using a bot here = BAN More info - https://t.me/BotTalk/608888
bozai_up,波仔分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,14.0K,-1001349412480,2026-08-28,本群为 ”波仔分享“ 频道的内容分发频道。 波仔分享 国际聊天群 https://t.me/bozaiweb 联系波仔： @BoZaiWebBot（不推机场） 重要提示： 波仔不会已任何形式收取任何人的任何费用，谨防诈骗！ （已经有很多被骗的实例了）
bozaiweb,波仔分享 国际聊天群,present,2026-07-15 00:07,2026-08-28 16:00,,1,主机vps,,群组,主机vps,16.3K,-1001474623336,2026-08-28,"请务必遵守系列规则： 1.严禁政治/宗教/黄赌毒话题 2.弘扬中华民族优良传统 3.群内禁止发送任何广告 4.群内人员平等交流,以和为贵 重要提示： 波仔不会以任何形式收取任何人的任何费用！谨防诈骗！ （已经有很多被骗的实例了） 近期有些用户在凌晨频频发车，我们不得已在01：00 - 07：00 时间段，禁止发图，还望各位群友理解！ 群内，别讨论机场，请各位自律！ 联系波仔： @BoZaiWebBot（不推机场） 请一句话表明您的来意！"
bpjjjj,创柯情报局,present,2026-07-15 00:07,2026-08-28 16:00,,1,资源分享,,频道,资源分享,10.4K,-1002125998847,2026-08-27,本频道分享软件资源，时事热点，网赚项目。这里是个大杂烩，什么都分享~~~ 广告合作&任何反馈&讨论组误封 @chuangke66
bronyaspeed,Bronya的小屋,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,9.3K,-1002145533245,2026-08-28,欢迎送测！ 布洛妮娅，最喜欢希儿了！ 咱有个投稿机器人 @Bronya01Bot 群组:https://t.me/Bronya_02
buanbooks,不安介质,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,1.2K,-1001513529390,2026-08-26,啊，但愿那另一种觉醒，死亡， 能给我不含记忆的时间。
buzhouxiansheng,不周的生活观察,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,6.9K,-1001354153045,2026-08-26,想写就写，让思绪流淌。
byxiaoxi,小汐搬运 免费节点分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,23.0K,-1001179696149,2026-08-28,找节点那么复杂，何不关注小汐？ 频道定期维护免费节点。 另提供付费订阅，享每小时刷新节点服务。 商务合作 @xiaoxibanyun
caozsay,caoz的梦呓,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,13.4K,-1001162491055,2026-08-26,caoz的梦呓 电报频道
capoo_stickers,Capoo Stickers,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,11.4K,-1001365484064,2026-08-28,"高質素咖波貼圖 UNOFFICIAL, fan channel Only for personal, non-commercial use. 僅供個人、非商業使用。 Contact us: @CapooStickersFeedbackBot 相關頻道和群組推介（與本頻道一樣，均爲非官方）： 咖波家族 Capoo (@CapooCat): 群組，咖波粉絲聚集地 Capoo Subscriptions (@capoo_sub): 頻道，訂閱官方/非官方咖波貼文"
capoo_sub,Capoo Subscription,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,2.7K,-1001562282265,2026-08-28,"UNOFFICIAL FAN CHANNEL, powered by @RSStT_Bot and @awesomeRSSHub twitter.com/bugcat_capoo_tw twitter.com/capoo_jp instagram.com/bugcat_capoo instagram.com/capoohouse instagram.com/foamcat_cafe instagram.com/capoo.webtoon youtube.com/c/BugCatCapoo"
cat_kv,cat mood 🐾,present,2026-07-15 00:07,2026-08-28 16:00,,1,表情贴纸,,频道,表情贴纸,5.6K,-1001266917894,2026-08-28,❗Внимание ⚠️ На канале орудует шерстяная ОПГ Мемный канал https://t.me/Filthyanimal По репостам: @nasturiel
causmoney,加美财经causmoney,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,8.5K,-1001725573417,2026-08-26,加美财经是中文小众政经商业媒体，重点关注财富、科技、创业、人文、科学等领域，为全球华人提供来自主流媒体的报道和分析，适合愿意拓展全球视野的华语用户。 深度内容全文请见 www.caus.com 请关注加美财经蓝天号: @causmoney.bsky.social 加美财经官方推特: @CausMoney
cctv1,电影频道【SOTV】,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,308.7K,-1001070925398,2026-08-26,● @CCTV1 电影频道 主要发布 @SOTV 影视搜索动态及影视更新信息。 ● 频道内发布的预告内容仅为部分影视解说，更多完整资源通过 @SOTV 进行搜索观看。 🤝广告投放 @LaXin
changfengbox,长风的储物柜,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios资源,,频道,iOS资源,6.4K,-1002004959499,2026-08-27,分享各种好玩好用的软件，资源，网站 聊天群 https://t.me/+o1_6-4NrPns5YTlh
changfengchannel,长风分享频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,25.9K,-1001516635885,2026-08-28,分享网络技术与科学上网方法 私聊：@changfeng2021
chatrxwy,宝藏巨魔软件交流群,present,2026-07-15 00:07,2026-08-28 16:00,,1,ios社区,,群组,ios社区,27.3K,-1001772432417,2026-08-28,⚠️ 仅用于开放讨论区，每日清理广告号 🈲 菠菜、社工、色情、政治、恐怖暴力等 💡 定期移除死号，广告号误封联系bot 📣 宝藏频道: @iosrxwy 💬 合作投稿: @iosrxwy_bot
chatterboxenglish,CHATTERBOX,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,7.4K,-1001379716316,2026-08-24,"📌Rules : 1️⃣ Only English! No alien gibberish 🚀 2️⃣ Ads? Ew, no thanks! 🚫 3️⃣ No hate speech 🙅 Respect is crucial 4️⃣ Politics & religion? Nah, we’re here for the laughs! 😆 5️⃣ NSFW? Nope! We like it cozy & classy! ✨ @chatterboxenglish"
cheap_proxy,便宜机场测速,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,25.7K,-1001445449028,2026-08-28,投稿请联系 @peregrinate1，只接机场主或管理员投稿 主打评测实惠机场，全部家用机，三网测速，只测用户能实际订阅到的套餐，每日更新，保证测速图真实，欢迎投稿。 便宜机场测速：https://t.me/cheap_proxy 讨论群：https://t.me/plusasec 购买广告: https://telega.io/c/cheap_proxy
chigua_office,吃瓜研究所,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,3.9K,-1001906478936,2026-08-26,#吃瓜 #搞笑 #趣味 #中文 #无广告 每日精选推送 #吃瓜 #猎奇 #搞笑 #奇葩 #沙雕 #可爱 #趣味…… 无广告，吃瓜更尽兴 所有内容出自互联网收集整理，欢迎大家投稿 投稿📮： @chiguaoffice_bot 合作🤝： @cn255_bot
chiguadalao,吃瓜大佬@Gdan21,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,125.8K,-1001215317290,2026-08-26,（暂无描述）
chinapodcast,精选中文播客🎧,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,18.7K,-1001196894279,2026-08-26,本频道实时推送热门播客节目，推送较频繁请mute。 点击🔔订阅按钮（然后点Start按钮），可以让机器人单独推送该播客节目。 标题带播客来源链接。点击播客名字可以进行搜索。 节目相关讨论及问题请到 @podfan
chinastock3000,A股市论坛 炒股票交流 🅥 财经新闻,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,66.9K,-1002696830949,2026-08-24,这是一个A股炒股学习交流群。 本群旨在打造一个高质量炒股的圈子。 群主频道: @Guanshuitan 财经系列工具目录: @Baibaopu 防骗指南： @fpzn233 本人制作了一系列抓取资讯的频道，我会将每天值得一看的新闻资讯，我个人认为有价值的东西筛选转发到这个群里。
chinesecaixin,大河马中文财经新闻分享,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,7.0K,-1001176496987,2026-08-26,转载财新、FT中文网、WSJ中文网等等
clash_verge_rev,Clash Verge Rev,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,群组,软件社群,36.0K,-1002048318869,2026-08-28,Clash Verge Rev 是开源免费软件 如果你从别处花钱买软件 你是这个👍👍👍 禁止以下行为(激进的封禁策略)： - 涉及[黄/赌/毒/军/政/密/敏] - 以购买了软件或购买了节点为由要求客服售后 - 滥发机场推广 - 使用[CFW]或其他客户端提问 - 问[verge安卓/鸿蒙/iOS] - 问[怎么下载/下载哪一个] - 传播[二次分发] 有问题请先阅读文档支持和github issues 赞助项目: https://github.com/sponsors/clash-verge-
clashios,Clash爱好者,present,2026-07-15 00:07,2026-08-28 16:00,,1,机场测试,,频道,机场测试,14.0K,-1001982865923,2026-08-28,Clash 是最好滴🎉
cmliussss,CMLiussss 技术交流群,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,51.3K,-1002124027757,2026-08-24,📌 CM的公益服务都在置顶的按钮里 🧩 如需提问请附上截图 🚫 禁止讨论政治、NSFW、引战、嘲讽等行为 📢 广告/违规 @cmliu 举报 🚨 误封申诉 @CM_Unban_bot 📡 干货分享频道： @CMLiussss_channel 📊 CF中转IP频道: @zip_cm_edu_kg 🌐 博客： CMLiussss.com 📺 油管： youtube.com/@CMLiussss 💻 GitHub： github.com/cmliu
cn_privacy,隐私中国 Dark Web Inform,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,16.8K,-1001291783563,2026-08-25,"联系方式 | Contact information: @Privacy_CNbot 关联词：隐私,交易,数据,翻墙,CVV,黑产,灰产,博彩,查询,查档,查开房,查同住,交易,数据,中文,TG,SSR,微信,支付宝,资源,科技,IT,黑客,户籍,定位,身份证,手机号,匿名,四件套"
cnalbum,无损音乐华语专辑库,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,9.5K,-1002154207439,2026-08-26,如有疑问，可联系 @andersonmarkboy
cnasmr,星空-奧術魔刃,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,85.0K,-1001384384636,2026-08-26,精选睡眠用ASMR 推荐使用tag搜索，比如 #日南 + #掏耳 这样组合型搜索 -因为是精选ASMR 所以不定期更新 -平时工作比较忙所以听ASMR时间比较少，如果有质量非常高的ASMR可以在评论区里留言或私信我~
cnbeta_com,cnBeta.COM中文业界资讯站,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,,,27.6K,-1001319457263,2026-08-26,cnBeta.COM中文业界资讯站是一个提供IT相关新闻资讯、技术文章和评论的观点的中文网站，报导立场公正中立，网友讨论气氛浓厚，在业界拥有独特的影响力。本频道仅推送精选内容。 精选频道 @cnbeta_com 软硬件技术 @cnbeta_com_tech 互动与娱乐 @cnbeta_com_media 商业与产业 @cnbeta_com_business 热点与趣闻 @cnbeta_com_buzz 繁中频道 @cnbeta_com_hk 支持本频道 t.me/boost/cnbeta_com
cndevdaily,开发者日报,present,2026-07-15 00:07,2026-08-28 16:00,,1,开发编程,,频道,开发编程,2.0K,-1001365329238,2026-08-28,一个勤劳的机器人，只爬取热门，优质，阅读性强的内容。懒懒的主人创造了我，欢迎关注我🤖。我的 Twitter 账号是 CNDevDaily。官网：https://joyqi.com/news
cnphotog_collect,每日摄影观察,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,6.8K,-1001386669638,2026-08-25,一个不严肃的摄影频道 群组： @cnphotog
cnsmydream2,时不时来一点医学科学前沿🤯🤯🥹🥹 聊天,present,2026-07-15 00:07,2026-08-28 16:00,,1,兴趣社群,,群组,兴趣社群,340,-1002355984858,2026-08-24,（暂无描述）
codedump_notes,codedump的电报频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,5.4K,-1001356252119,2026-08-26,发布个人博客（主页 codedump.info）、想法、推荐等。RSS订阅地址：https://rsshub.app/telegram/channel/codedump_notes，过往汇总搜索可以到：https://app.shokichan.com/c/tg/codedump_notes。
cool_scripts_official,Cool Scripts 讨论板,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,群组,软件社群,1.4K,-1001123651683,2026-08-28,Cool Scripts 讨论板
coursestogether,TG大学堂/得到课程分享(预览),present,2026-07-15 00:07,2026-08-28 16:00,,1,书报刊漫,,频道,书报刊漫,22.3K,-1002106194691,2026-08-27,本频道主要分享一些拓宽自我边界的课程，不成体系，每天学一点儿，用知识武装自己。 期待大家多听多交流，虚心接受任何建议
cyber_confessional,赛博忏悔室,present,2026-07-15 00:07,2026-08-28 16:00,,1,搞笑趣味,,频道,搞笑趣味,39.8K,-1001982885527,2026-08-26,记下过往，也记下此刻。 但请注意，能够救赎自己的，唯有自己。 投稿请使用标点符号。 投稿请使用 @Pray_2_shisuta_bot 一个赛博忏悔室，支持匿名投稿，内容需要经过初步审查。 若有疑惑，请查看置顶公告或查询 #公告 标签 为发癫而发癫请移步里区，这里也收容其他不恰当的内容 @Dian_storytelling_meeting
cybersec_threat,赛博安全威胁情报🥸,present,2026-07-15 00:07,2026-08-28 16:00,,1,资讯新闻,,频道,资讯新闻,,-1001953631884,2026-08-25,网安老兵新人皆宜关注的网络安全频道。 没有废话，佛系更新，不扰民。 他自己都不知道会有什么奇迹会在这里发生！
cyc_chat,CYCITY·MCGA🖐😭🤚,present,2026-07-15 00:07,2026-08-28 16:00,,1,软件社群,,群组,软件社群,14.1K,-1001991287011,2026-08-28,WebSite: https://www.cycity.pro NoticeChannel: https://t.me/cycity_anime
d1bz001,第一版主｜聊天群,present,2026-07-15 00:07,2026-08-28 16:00,,1,小说阅读,,群组,小说阅读,3.5K,-1003487768189,2026-08-28,书友之家📚 本群禁止打广告，禁止儿童色情。 注意：本群不卖书，一切交易与本群无关。 注意：本群不讨论政治，键政请去政治群。 管理员不可公权私用，群成员要遵守群规。
d_wusun,无损音乐分享频道,present,2026-07-15 00:07,2026-08-28 16:00,,1,影音资源,,频道,影音资源,35.0K,-1002071134943,2026-08-26,每天更新国内外无损音乐。。。
dagudu,大咕咕咕鸡,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,1.8K,-1001270985546,2026-08-27,大咕咕咕鸡，微博知名博主，叙事诗人，当代严肃文学特师，月入2300，代表作有《黄浦江有话讲》《一次突如其来的性生活》等，他的文章风格独特，自成一派，值得一看。 特师文集： mindfucking.gitbook.io/daguguguji 人间动物园： @renjiandongwuyuan 频道维护猫： @lidamao_bot 感谢 @RSStT_Bot 提供支持
daily_read,每日文章精选,present,2026-07-15 00:07,2026-08-28 16:00,,1,博客杂谈,,频道,博客杂谈,2.2K,-1001251820947,2026-08-27,关键词：每日 文章 精选 微信 总结 每天为大家提供一条可以转回墙内的文章精选总结。 频道合集 @channel_push 消息搜索 @msg_index_bot
dailychannels,Daily Channels,present,2026-07-15 00:07,2026-08-28 16:00,,1,导航索引,,频道,导航索引,21.0K,-1001209967875,2026-08-28,Best Telegram Channels. We introduce the best telegram channels DAILY! 😍 ⚠️ Conduct your own research before trusting the channels or groups. Advertise 👇 https://adsly.me/@dailychannels
