Channel name,Handle,t.me link,Type,TGNAV category,"Subscribers (TGNAV, 2026-08-29)",Status on TGNAV,First listed on TGNAV,Last listed on TGNAV,Telegram ID,TGNAV updated,Why flagged,Description (TGNAV)
上班划水之无聊图,@goworkbitch,https://t.me/goworkbitch,频道,搞笑趣味,24700,live,2026-07-15,2026-08-28,-1001174703316,2026-08-26,,活干完了吗？还在玩手机！ 注意：本频道讨论群仅用作评论区，不接受任何人加群，尝试加群会立刻被踢。若误点加入被踢且无法访问评论区，需稍等一会儿即自动解封。 另外，本频道主只有一个人，所以请避免不和谐讨论，如果将来实在无暇管理可能会关闭评论区。
ChatGPT AI,@gpt_user,https://t.me/gpt_user,,,,removed,2024-09-30,2026-07-08,,,,
风华绝代,@gracefulbeauties,https://t.me/gracefulbeauties,频道,壁纸&图片,5100,live,2026-07-15,2026-08-28,-1001901522285,2026-08-27,,（暂无描述）
Graffiti World,@graffitiworld,https://t.me/graffitiworld,频道,壁纸&图片,10300,live,2026-07-15,2026-08-28,-1001118238409,2026-08-27,,"• Graffiti, Murals, Stencils, Street Art • @djritual (admin) — any questions / contents / ads"
收留每一只蜉蝣群（不要相信任何私聊，禁广告）,@group_fuyou,https://t.me/group_fuyou,群组,卡号资金,11100,live,2026-07-15,2026-08-28,-1001983252802,2026-08-28,,群主电报：https://t.me/shouliumeiyizhifuyou
收留每一只蜉蝣官方群,@group_shouliumeiyizhifuyou,https://t.me/group_shouliumeiyizhifuyou,,,,removed,2024-09-30,2026-07-08,,,,
Group Help,@GroupHelpBot,https://t.me/GroupHelpBot,机器人,群组管理,,live,2025-02-05,2026-08-28,162726413,2026-07-11,,
GSVPS主机测评💻,@gsvpscom,https://t.me/gsvpscom,频道,vps主机,1300,live,2026-08-21,2026-08-28,-1002201240633,2026-08-25,,无
吃瓜大本营,@guabase_tg,https://t.me/guabase_tg,频道,资讯新闻,597,live,2026-08-18,2026-08-28,-1001956333964,2026-08-25,,吃瓜大本营 | 全网热点速递 🍉 专注搬运最新社会热点、吃瓜事件、精品短视频。 每日瓜料不断，带你站在吃瓜最前线。 📩 投稿/爆料/客服： @mr518 📢 频道链接： @GuaBase_TG 关注大本营，全网好瓜不错过！
🤣古博,@guboorg,https://t.me/guboorg,,,3500,live,2026-07-15,2026-08-28,-1001053008377,2026-08-28,,VPS测速，评测，推荐 VPS补货推荐通知: https://t.me/vpscang www.gubo.org www.vpscang.com 友情推荐: @liyuans
在瓦尔登湖畔读书,@gujinpintan1,https://t.me/gujinpintan1,频道,博客杂谈,2900,live,2026-07-15,2026-08-28,-1001286949228,2026-08-27,,想象重塑自身的可能
国产动漫 Chinese Anime,@guo_man,https://t.me/guo_man,频道,影音资源,43000,live,2026-07-15,2026-08-28,-1001574690424,2026-08-26,,本频道会收集TG上的动画和更新高清4K动漫剧集和电影，主要更新国产的动漫和电影 动漫搜索观看使用 @dmssRobot 国漫交流群： @gmjlq 互推、广告联系： @guaguawabot 无法关观看4K视频\没有声音的解决方法: 1.登录tg网页版观看： https://web.telegram.org 2.使用电脑版tg客户端观看 3.切换网速更快的代理软件 4.使用安卓设备观看 5.iPhone下载MX player观看 喜欢本频道的记得分享一波，谢谢 #动漫 #国漫 #资源分享
国产动画资源库,@guochandonghua,https://t.me/guochandonghua,频道,影音资源,9700,live,2026-07-15,2026-08-28,-1001531502565,2026-08-26,,由于目前网络上的国产动画资源分布比较零散，而且质量参差不齐，时间一长，网盘链接容易失效，种子没人做种，视频网站也可能会下架，所以本频道致力于搜集整理一些优质国产动画资源，进行备份。
GVsPbot 群管机器人(多语言版）,@GVsPbot,https://t.me/GVsPbot,,,,removed,2024-11-04,2026-07-08,,,,
书籍存档 ‖ 资源分享,@gystore2,https://t.me/gystore2,频道,书报刊漫,9400,live,2026-07-15,2026-08-28,-1001671337594,2026-08-27,,书籍/资源分享/搬运 本频道资源来源于网络，版权归原作者所有，仅限于个人学习交流 频道：https://t.me/Gystore2 群组：https://t.me/Gystore_chat
日更超社保R18动画同人资源,@hacgr18,https://t.me/hacgr18,频道,NSFW,66300,live,2026-08-28,2026-08-28,-1002490773056,2026-08-25,,无
Kali / BlackArch Linux 中文交流,@hackerzh,https://t.me/hackerzh,群组,技术开发,4500,live,2026-07-15,2026-08-28,-1001072010724,2026-08-24,,"Every day, we change the world. 本群提倡有意义的发言，分享有价值的信息，例如技术讨论、安全资讯、新手教程等。 无用消息将被删除，离题请适度。 禁止交易、招募、求师收徒，提防上当受骗； 禁止社工、黑产、广告、政治、开车等，包括用户名和简介； 禁止 有问题不直接问、在吗有人吗有大佬吗、求求带带、拉我加我、懂的来、打招呼 等糟粕用语和行为； 禁止随意私聊他人； 禁止滥用机器人。 如有违反，将删除、警告或封禁。谢谢配合。 通用水群： @coder_ot"
凯露酱的朋友圈,@hakureikyaru,https://t.me/hakureikyaru,频道,博客杂谈,2300,live,2026-07-15,2026-08-28,-1001984342916,2026-08-26,,发点科技圈 车圈有关的碎碎念 顺便开点车 隔壁 @keqingchan_bot
业余无线电爱好者HAM|中继查询,@ham002,https://t.me/ham002,群组,兴趣社群,1100,live,2024-09-30,2026-08-28,-1001234140176,2026-08-24,,本群为HAM业余无线电内容讨论为主，禁辱骂行为。 如果自动入群测试出现故障，请主动联系以下管理员手动批准入群。 本群链接 https://t.me/ham002 请联系管理员 @k4yt3x 备用入群 @AC398 备用入群 @SakaraHiroya 备用入群 @silencexxx1
《仓鼠学院》,@hamcollege,https://t.me/hamcollege,群组,资源分享,965,live,2026-07-15,2026-08-28,-1002136221176,2026-08-28,,仓鼠学院的频道 https://t.me/MicheHC 欢迎各位仓鼠们 各位仓鼠们，朋友们 如果您有什么问题/建议/想法 都可以戳下方机器人联系我 和我直接对话： https://t.me/HamCollegeBot
汉服的发情少女 古风,@hanfubiao,https://t.me/hanfubiao,,,,removed,2023-07-30,2023-10-29,,,,
汉服分享,@hanfufenxiang,https://t.me/hanfufenxiang,频道,壁纸&图片,7900,live,2026-07-15,2026-08-28,-1001424708106,2026-08-27,,汉服 古风 古装 频道 @hanfufenxiang 群组 @hanfufenxiangqun 群组 @hanfufenxiangche @hangfukong
国风汉服 | Hanfu,@hanfupure,https://t.me/hanfupure,群组,兴趣社群,890,live,2026-07-15,2026-08-28,-1003704389458,2026-08-24,,本群跟频道一样仅聊正常汉服内容或者闲聊，禁色情内容，本群后续也是需要发言的，不然还是会踢
频道藏馆,@hannelhalls,https://t.me/hannelhalls,,,,removed,2025-04-24,2025-04-26,,,,
超级索引,@hao1234bot,https://t.me/hao1234bot,,,,removed,2023-07-30,2024-05-08,,,,
中文TG科技新闻,@Hao12News,https://t.me/Hao12News,,,,removed,2023-07-30,2026-07-08,,,,
好软分享·交流群,@haoruanfenxianggroup,https://t.me/haoruanfenxianggroup,群组,资源分享,12600,live,2026-07-15,2026-08-28,-1001349993267,2026-08-28,,好软分享·主频道： @haoruanfenxiang 好软分享·列表频道： @haoruanfenxianglist 好软分享·资源频道： @haoruanfenxiangresources 好软分享·交流群： @haoruanfenxianggroup 群规： ①禁止滥发消息 ②禁止商业广告 ③禁止反动言论 ④禁止网络暴力 ⑤禁止NSFW ⑥禁止刷屏带节奏 违反群规者，一经发现，直接封禁。
海龍說,@haotalk,https://t.me/haotalk,频道,博客杂谈,2800,live,2026-07-15,2026-08-28,-1001128365706,2026-08-26,,郝海龍的個人 Channel，你可以理解成另一種形式的博客或者微博客，歡迎喜歡我的人訂閱關注。也歡迎大家： - 給我寫信 hi@haohailong.net - 歡迎關注 twitter.com/haohailong - 更多信息 bio.link/haohailong
hayami's blog｜日常人间观察,@hayami_kiraa,https://t.me/hayami_kiraa,频道,博客杂谈,15800,live,2023-07-30,2026-08-28,-1001288872278,2026-08-26,,一个满足日常好奇心的私人博客。关心科技/人文/艺术/城市公共空间/女性和性别议题/劳工权益/个体叙事/新闻媒体/电影/纪录片/音乐/书/星星 个人网站：https://hayami.typlog.io/ 公众号: Hayami Instagram/Twitter：@hayami_kiraa 微博/b站/小红书/即刻：@早见hayami 讨论组：https://t.me/+WT_fCompIebZup2N
Hell Cell 功能教学,@hellcellzc123,https://t.me/hellcellzc123,频道,iOS资源,10900,live,2026-07-15,2026-08-28,-1001216399002,2026-08-27,,YouTube视频教学频道 商务联系 @Tartarus2014 通过视频演示，讲解一些实用软件有用有趣的功能。 博主YouTube：http://bit.ly/HellCellYouTube 博主交流群：https://t.me/hellcell321 大家可以订阅一下，衷心感谢！撒花🎉
1024社区 | 1024.day,@hello_1024,https://t.me/hello_1024,频道,vps主机,12400,live,2026-07-15,2026-08-28,-1001482339148,2026-08-28,,这是一个分享VPS资讯以及Linux学习频道。
𝑯𝒆𝒍𝒍𝒐 𝑾𝒐𝒓𝒍𝒅,@hello_world_1024,https://t.me/hello_world_1024,群组,ios社区,16300,live,2026-07-15,2026-08-28,-1001733623785,2026-08-28,,⚠️入群请详细阅读群规，违反规则一律封禁！（退群者bot自动永久封禁） 🈲 政治，政治话题相关内容 🈲 情色，童车，恶心及令人反胃 🈲 广告，任何广告请先联系群主 🈲 引战，包括可能导致引战的话题 🈲 兜底，管理有最终处置权 投稿联系： @hwzy0_bot 资源频道： @HelloWorld_1024
🄷🅆 ·資源分享,@helloworld_1024,https://t.me/helloworld_1024,频道,资源分享,59300,live,2023-07-30,2026-08-28,-1001862158069,2026-08-28,,高速訂閱、圈X腳本、蘋果應用 安卓應用、越獄插件、福利資源 投稿-廣告： @hwzy0_bot 交流-群組： @Hello_World_1024
亨嘉之会 | 二次元美图仓库 🅥,@hengjiazhihui,https://t.me/hengjiazhihui,群组,兴趣社群,1200,live,2024-09-30,2026-08-28,-1001829813055,2026-08-24,,（暂无描述）
人人分享站｜B站课程分享,@hezuclub,https://t.me/hezuclub,频道,知识学习,36800,live,2026-07-15,2026-08-28,-1001814591522,2026-08-26,,每日分享各类课程、影视、软件工具以及羊毛，等千奇百怪有趣的东西。 频道链接：https://t.me/hezuclub
李老斯分享社,@hgofxs,https://t.me/hgofxs,,,,removed,2023-07-30,2026-07-08,,,,
HiEmoji,@hiemoji,https://t.me/hiemoji,频道,表情贴纸,3200,live,2026-07-15,2026-08-28,-1001534598280,2026-08-28,,@HiSticker / @HiEmoji
HiFiNi,@hifinihuzhu,https://t.me/hifinihuzhu,,,171,live,2026-08-18,2026-08-28,-1002660786262,2026-08-25,,永远怀念
看妹子照片才是正经事,@hmxx_Girls,https://t.me/hmxx_Girls,,,,removed,2023-07-30,2023-10-29,,,,
漫画屋(日漫/韩漫/3D),@home_manga,https://t.me/home_manga,频道,壁纸&图片,160800,live,2026-07-15,2026-08-28,-1001993056158,2026-08-27,,（暂无描述）
恩山论坛用户,@homelab520,https://t.me/homelab520,,,,removed,2024-09-30,2026-07-08,,,,
Hostloc 新帖图文推送,@hostlocpro,https://t.me/hostlocpro,频道,vps主机,1700,live,2026-07-15,2026-08-28,-1001483730568,2026-08-28,,本频道基本功能：爬取国内外有名的主机论坛Hostloc新帖，为订阅者提供一手图文资讯！ Hostloc: https://www.hostloc.com 侵删，联系 @CodyD
烫手热知识,@hotmessage,https://t.me/hotmessage,频道,知识学习,3300,live,2026-07-15,2026-08-28,-1001707798790,2026-08-26,,1.一个认知忽高忽低之人，每天的工作就是和即将XXXX之人打交道。偶尔吼吼，偶尔骂两句，更多的是观察他们的人生经历，默默的看着他。 2.本频道大部分观点来源于网络，极少数观点是我自己的。 3.频道发布的内容如果有错别字、引用错误、甚至于出现逻辑错误，请直接点出来，我会及时改正的。 （本频道频道主和管理员不会私信你，注意防骗，虽然没有管理员，但是以后可能会有）
后续APP —— 关注、追踪热点新闻,@HouXuApp,https://t.me/HouXuApp,频道,资讯新闻,4700,live,2023-07-30,2026-08-28,-1001153921179,2026-08-26,,「后续」是一个持续关注、追踪热点事件的新闻工具，我们关注那些引起人们讨论、思考的热点新闻，改变了或者应该改变社会的事件。并将一直跟踪下去，观察并记录其中人物的命运，人们的思考，社会的改变又或是规则的坚固。 于2022年8月下线 12月再次上线 于2023年再次停更 友链 @Yuan_En
有用经验计划,@howlab,https://t.me/howlab,频道,知识学习,12400,live,2026-07-15,2026-08-28,-1002281176785,2026-08-26,,有用经验分享，打破信息壁垒。 📮投稿/合作 @HowLabBot
Lottery Bot v[?],@http_code_402_bot,https://t.me/http_code_402_bot,机器人,抽奖机器人,,live,2025-02-05,2026-08-28,6849139073,2026-07-11,,
互联网从业者充电站,@https1024,https://t.me/https1024,频道,知识学习,30400,live,2026-07-15,2026-08-28,-1001148179865,2026-08-26,,互联网从业者专属 内容多为技术、产品、设计、运营等不同话题内容； 目标人群为程序员、设计师、产品经理、运营管理等不同职能。 投稿/合作： @inside1024_bot 内容来源网络
汗牛充栋,@huruanhuying,https://t.me/huruanhuying,频道,博客杂谈,2700,live,2026-07-15,2026-08-28,-1001400891266,2026-08-26,,《软件那些事儿》《忽软忽硬》主持人
陌上花开轻烟阁,@HY_QingYan,https://t.me/HY_QingYan,,,,removed,2025-02-16,2026-07-08,,,,
Fine Girls | 收集器,@iamfinecollect,https://t.me/iamfinecollect,,,,removed,2023-07-30,2026-07-08,,,,
iBeta 尝鲜派｜公告栏,@ibeta_channel,https://t.me/ibeta_channel,频道,资讯新闻,13400,live,2026-07-15,2026-08-28,-1001487287740,2026-08-25,,iBeta 尝鲜派官方频道 官网： iBeta.me 群组： t.me/ibetame
֍可莉日常֎,@ibilibili,https://t.me/ibilibili,频道,iOS资源,47200,live,2026-07-15,2026-08-28,-1001641488543,2026-08-27,,可莉分享的Loon资源 Loon的官方群组 @Loon0x00 Loon的三方群组 @LoonCommunity 广告合作请联系 @iKeLeeBot
每日环球视野,@idaily_read,https://t.me/idaily_read,频道,壁纸&图片,2400,live,2026-07-15,2026-08-28,-1001481293804,2026-08-27,,iDaily · 每日环球视野是一款高精度图片新闻 App。开发者是国内著名的 Clover 四叶新媒体团队。iDaily · 每日环球视野（以下均简称 iDaily）以其每日更新的高质量新闻、高精度图片收获了数百万用户的喜爱。 频道链接： https://t.me/joinchat/JH85v4li1bllOWYx
独特吧-破解软件游戏资源分享群,@iduteba,https://t.me/iduteba,群组,软件社群,21000,live,2026-07-15,2026-08-28,-1002429457792,2026-08-28,,（暂无描述）
冰器库（Bing's Toolkit）,@ifanbing,https://t.me/ifanbing,频道,资源分享,6800,live,2026-07-15,2026-08-28,-1001459895572,2026-08-27,,XDash 的分享频道，主观推荐有料有趣的自我提升/生产力/投资方向的工具/影视/书/报告等资源。
蛋挞观察室,@ijustseesee,https://t.me/ijustseesee,频道,博客杂谈,2800,live,2026-07-15,2026-08-28,-1001135559290,2026-08-26,,频道主 @dtpoi 投食 http://i.hv.ci ＿＿＿＿＿＿＿＿＿＿＿ TGCN推荐频道 荔枝木 @lychee_wood 灵车漂移 @Hearse_Drifting 沙雕图 @goworkbitch AIM扩散立场 @nekosc 不存在的世界 @illusory_world
i快搜-🔍强大的搜索引擎,@ikuaisobot,https://t.me/ikuaisobot,机器人,搜群机器人,,live,2024-05-15,2026-08-28,7019773254,2026-07-11,,
不存在的世界,@illusory_world,https://t.me/illusory_world,频道,博客杂谈,10800,live,2023-07-30,2026-08-28,-1001335298003,2026-08-26,,Nano's Personal Channel
"I'm a cat, mlem",@imacat,https://t.me/imacat,频道,萌宠分享,15500,live,2023-07-30,2026-08-28,-1001060285947,2026-08-27,,This channel helps you wake up every morning. Animals gifs: @imnotacat Этот канал помогает вам проснуться каждое утро. Контакты: @nakxwest
逼逼和他的精神股东们,@imbbbbbbbbbbb,https://t.me/imbbbbbbbbbbb,群组,ios社区,22300,live,2026-07-15,2026-08-28,-1002129702425,2026-08-28,,欢迎加入「小声逼逼」群组！退群100%自动被封禁，请三思！请先订阅频道后加入群组才能发言 • 重要提示：群规每6小时自动发布一次，记得仔细看 • 正版至上：禁止讨论盗版、破解，欢迎分享正版软件体验 • 意外惊喜：不定时有各种正版软件的惊喜抽奖，记得别错过领奖时间！ • 和谐交流：友好相处，勿怼人，尤其是管理员哦 • AI助手：群里有多个不太聪明的广告机器人，被误封？有权限的管理都能处理！ 想发图的话，可以使用 https://imgbb.com/ 或者 https://photo.lily.lat
IMDb,@imdb,https://t.me/imdb,机器人,资源搜索,,live,2025-02-05,2026-08-28,141186424,2026-07-11,,
IMG2D,@img2d,https://t.me/img2d,频道,表情贴纸,17900,live,2026-07-15,2026-08-28,-1001344671482,2026-08-28,,• I'm @Max_Dva4 if you want to support me: 🌚 https://telegra.ph/2D-IMG-06-20 🌝 ❤️ animated stickers * анимированные стикеры * برچسب متحرک * pegatina animada * アニメーションステッカー * adesivo animato * ملصق متحرك * 动画贴纸 * autocollant animé * 애니메이션 스티커 ❤️ ( ꈍᴗꈍ)
Immersive Translate,@immersivetranslate,https://t.me/immersivetranslate,频道,软件综合,4900,live,2026-07-15,2026-08-28,-1001865864111,2026-08-27,,沉浸式翻译频道， 加群链接：https://t.me/+rq848Z09nehlOTgx
